CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;Nordeste;0;0;0;0;0
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;Norte;0;0;0;0;0
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;Sudeste;0;0;0;0;0
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;Sul;174;462;0;0;0
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Centro-Oeste;0;2;0;0;0
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Exterior;1;3;0;0;0
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Nordeste;5;29;0;0;0
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Norte;0;0;0;0;0
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Sudeste;109;180;0;0;0
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Sul;1;8;0;0;0
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Centro-Oeste;21;19;0;0;0
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Exterior;19;21;0;0;0
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Nordeste;51;222;0;0;0
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Norte;1;5;0;0;0
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Sudeste;1565;2051;0;0;0
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Sul;22;74;0;0;0
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Centro-Oeste;137;36;0;0;0
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Nordeste;631;462;0;0;0
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Norte;138;34;0;0;0
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Sudeste;3157;839;0;0;0
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Sul;63;12;0;0;0
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Centro-Oeste;95;109;0;0;0
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Exterior;0;0;0;0;0
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Nordeste;209;286;0;0;0
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Norte;14;28;0;0;0
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Sudeste;1712;2060;0;0;0
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Sul;171;189;0;0;0
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Centro-Oeste;0;0;0;0;0
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Exterior;0;0;0;0;0
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Nordeste;0;0;0;0;0
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Norte;0;0;0;0;0
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Sudeste;253;430;0;0;0
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Sul;0;0;0;0;0
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Centro-Oeste;0;0;0;0;0
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Exterior;0;0;0;0;0
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Nordeste;183;301;0;0;0
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Norte;0;0;0;0;0
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Sudeste;740;1335;0;0;0
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Sul;53;180;0;0;0
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Centro-Oeste;0;0;0;0;0
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Exterior;0;0;0;0;0
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Nordeste;0;0;0;0;0
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Norte;0;0;0;0;0
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Sudeste;725;1386;5;5;10178
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Sul;0;0;0;0;0
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Centro-Oeste;0;0;0;0;0
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Exterior;0;0;0;0;0
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Nordeste;2219;915;0;0;0
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Norte;0;0;0;0;0
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Sudeste;4753;1067;0;0;0
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Sul;0;0;0;0;0
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Centro-Oeste;596;238;6;8;68
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Exterior;0;0;0;0;0
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Nordeste;2240;970;17;16;396
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Norte;614;326;7;7;146
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Sudeste;5568;2557;39;55;987
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Sul;684;355;5;8;92
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Centro-Oeste;0;0;0;0;70
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Exterior;0;0;0;0;0
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Nordeste;0;0;0;0;22
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Norte;0;0;0;0;11
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Sudeste;0;0;0;0;1050
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Sul;0;0;0;0;42
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Centro-Oeste;152;212;0;0;0
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Exterior;0;0;0;0;0
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Nordeste;199;264;0;0;0
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Norte;0;0;0;0;0
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Sudeste;1455;1302;0;0;0
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Sul;180;190;0;0;0
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Centro-Oeste;0;1;0;0;0
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Exterior;0;0;0;0;0
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Nordeste;215;54;0;0;0
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Norte;0;0;0;0;0
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Sudeste;1552;776;0;0;0
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Sul;214;78;0;0;0
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Centro-Oeste;0;0;0;0;0
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Exterior;0;0;0;0;0
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Nordeste;0;0;0;0;0
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Norte;0;0;0;0;0
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Sudeste;0;0;0;0;2137
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Sul;0;0;0;0;0
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Centro-Oeste;934;870;0;0;0
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Exterior;0;0;0;0;0
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Nordeste;1488;1887;0;0;0
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Norte;0;0;0;0;0
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Sudeste;18032;15632;0;0;0
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Sul;0;0;0;0;0
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Centro-Oeste;877;966;0;0;0
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Exterior;0;0;0;0;0
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Nordeste;3024;4144;0;0;0
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Norte;581;759;0;0;0
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Sudeste;9822;9527;0;0;0
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Sul;2401;2413;0;0;0
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Centro-Oeste;0;0;0;0;0
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Exterior;0;0;0;0;0
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Nordeste;0;0;0;0;0
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Norte;0;0;0;0;0
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Sudeste;175;105;0;0;0
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Sul;0;0;0;0;0
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Centro-Oeste;268;102;0;79;4
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Exterior;0;0;0;0;0
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Nordeste;203;43;0;61;0
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Norte;25;2;0;3;0
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Sudeste;1164;372;0;425;7
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Sul;634;255;1;101;49
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;Centro-Oeste;0;0;0;0;0
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;Exterior;0;0;0;0;0
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;Nordeste;119;303;0;0;0
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;Norte;0;0;0;0;0
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;Sudeste;531;1379;0;0;0
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;Sul;0;0;0;0;0
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Centro-Oeste;0;0;0;0;0
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Exterior;0;0;0;0;0
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Nordeste;0;0;0;0;0
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Norte;0;0;0;0;0
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Sudeste;73;57;0;0;0
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Sul;0;0;0;0;0
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Centro-Oeste;0;0;0;0;0
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Exterior;150;79;0;0;0
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Nordeste;8146;8160;0;0;0
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Norte;0;0;0;0;0
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Sudeste;228;287;0;0;0
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Sul;339;638;0;0;0
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Centro-Oeste;0;0;0;0;0
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Exterior;0;0;0;0;0
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Nordeste;0;0;0;0;0
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Norte;0;0;0;0;0
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Sudeste;27;154;0;0;0
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Sul;0;0;0;0;0
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Centro-Oeste;0;0;0;0;0
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Exterior;0;0;0;0;0
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Nordeste;0;0;0;0;0
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Norte;0;0;0;0;0
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Sudeste;548;1638;0;0;0
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Sul;0;0;0;0;0
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Centro-Oeste;0;0;0;0;18
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Exterior;0;0;0;0;0
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Nordeste;0;0;0;0;53
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Norte;0;0;0;0;10
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Sudeste;0;0;0;0;2278
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Sul;0;0;0;0;688
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Centro-Oeste;131;1028;0;0;0
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Exterior;0;1;0;0;0
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Nordeste;1035;3585;0;0;0
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Norte;251;1727;0;0;0
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Sudeste;2779;14094;0;0;0
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Sul;431;2403;0;0;0
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Centro-Oeste;109;221;0;0;0
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Exterior;99;179;0;0;0
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Nordeste;80;169;0;0;0
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Norte;0;1;0;0;0
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Sudeste;2528;4476;0;0;0
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Sul;1086;1483;0;0;0
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Centro-Oeste;2;4;0;0;0
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Exterior;0;0;0;0;0
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Nordeste;2;31;0;0;0
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Norte;0;0;0;0;0
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Sudeste;445;2428;0;0;0
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Sul;17;20;0;0;0
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Centro-Oeste;0;2;0;0;0
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Exterior;10;52;0;0;0
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Nordeste;0;7;0;0;0
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Norte;0;0;0;0;0
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Sudeste;273;1631;0;0;0
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Sul;0;24;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Centro-Oeste;0;1;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Exterior;0;0;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Nordeste;0;1;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Norte;0;0;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Sudeste;6;22;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Sul;0;0;0;0;0
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Centro-Oeste;2;0;0;0;0
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Exterior;30;32;0;0;0
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Nordeste;230;86;1;5;170
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Norte;5;0;0;0;0
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Sudeste;597;239;1;1;293
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Sul;17;8;1;0;8
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Centro-Oeste;64;42;0;0;0
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Exterior;0;0;0;0;0
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Nordeste;1;7;0;0;0
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Norte;0;0;0;0;0
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Sudeste;844;652;0;0;0
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Sul;5;6;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Centro-Oeste;0;0;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Exterior;0;0;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Nordeste;0;0;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Norte;267;387;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Sudeste;2427;2361;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Sul;3159;3329;0;0;0
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Centro-Oeste;14;27;0;0;0
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Exterior;0;0;0;0;0
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Nordeste;19;28;0;0;0
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Norte;11;10;0;0;0
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Sudeste;1174;1536;0;0;0
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Sul;10;27;0;0;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Centro-Oeste;27;8;0;0;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Exterior;0;0;0;0;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Nordeste;20;4;0;0;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Norte;0;0;0;0;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Sudeste;990;283;0;0;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Sul;115;20;0;0;0
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Centro-Oeste;29;31;0;0;0
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Exterior;30;51;0;0;0
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Nordeste;77;71;0;0;0
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Norte;631;535;0;0;0
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Sudeste;2442;1771;0;0;0
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Sul;58;47;0;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Centro-Oeste;0;0;0;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Exterior;0;0;0;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Nordeste;0;0;0;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Norte;0;0;0;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Sudeste;0;0;0;0;2
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Sul;0;0;0;0;0
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Centro-Oeste;193;358;0;0;0
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Exterior;0;0;0;0;0
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Nordeste;85;282;0;0;0
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Norte;124;272;0;0;0
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Sudeste;874;991;0;0;0
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Sul;10;26;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Centro-Oeste;0;0;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Exterior;0;0;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Nordeste;0;0;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Norte;0;0;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Sudeste;811;3435;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Sul;0;0;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Centro-Oeste;0;0;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Exterior;0;0;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Nordeste;0;0;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Norte;0;0;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Sudeste;1016;5444;0;136;273
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Sul;0;0;0;0;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;14;16;0;0;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0;0;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;18;24;0;0;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;30;21;0;0;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;152;122;0;0;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;27;19;0;0;0
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Centro-Oeste;40;113;0;0;0
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Exterior;0;0;0;0;0
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Nordeste;124;363;0;0;0
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Norte;0;5;0;0;0
