CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
12.489.315/0001-23;2023-12-31;2;134183;FERREIRA GOMES ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-21
12.528.708/0001-07;2023-12-31;11;135653;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;90448;247;117;687615909;55.346000;0;0.000000;687615909;55.346000;2023-12-01
12.592.831/0001-89;2023-12-31;4;132727;MNLT S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-03-31
12.648.266/0001-24;2023-12-31;14;138892;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;41698;186;319;55695890;33.342000;0;0.000000;55695890;33.342000;2024-04-30
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;14123;176;222;759856429;99.931000;0;0.000000;759856429;99.931000;2023-05-09
12.919.786/0001-24;2023-12-31;2;136821;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
13.009.717/0001-46;2023-12-31;9;135893;BCO ESTADO DE SERGIPE S.A. - BANESE;3037;331;12;490660;5.515000;1097421;12.335000;1588081;8.925000;2022-04-13
13.017.462/0001-63;2023-12-31;6;137082;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;28800;120;358;146964776;60.296000;0;0.000000;146964776;60.296000;2023-04-28
13.270.520/0001-66;2023-12-31;13;137760;KORA SAÚDE PARTICIPAÇÕES S.A.;1391;32;66;155809782;20.147000;0;0.000000;155809782;20.147000;2023-07-31
13.444.994/0001-87;2023-12-31;2;128486;MLOG S.A.;56;49;38;1360526;46.919000;0;0.000000;1360526;46.919000;2021-06-30
13.522.948/0001-59;2023-12-31;4;136618;SAFIRA HOLDING S.A.;2;0;0;0;0.000000;0;0.000000;0;0.000000;2023-04-25
13.574.594/0001-96;2023-12-31;16;136609;ZAMP SA;16887;43;201;105882372;38.453000;0;0.000000;105882372;38.453000;2024-03-21
13.584.310/0001-42;2023-12-31;3;129865;SUGOI S.A.;2;0;0;1000000;100.000000;0;0.000000;1000000;100.000000;2022-05-02
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;6;0;1;0;0.000000;0;0.000000;0;0.000000;2023-04-28
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;79411;0;587;65508109;75.333000;0;0.000000;65508109;75.333000;2023-11-06
14.127.813/0001-51;2023-12-31;26;136832;GETNINJAS S.A.;3382;62;62;15459417;30.399000;0;0.000000;15459417;30.399000;2023-04-28
14.191.427/0001-29;2023-12-31;1;128049;GRANBIO INVESTIMENTOS S.A.;0;2;0;15094340;13.959000;0;0.000000;15094340;13.959000;2020-03-17
14.292.540/0001-09;2023-12-31;2;130879;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;0;4;0;0;0.000000;0;0.000000;0;0.000000;2023-07-25
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;21;0;0;0;0.000000;0;0.000000;0;0.000000;2023-12-28
14.776.142/0001-50;2023-12-31;18;136557;WESTWING COMÉRCIO VAREJISTA S.A.;6394;47;74;110539162;99.663000;0;0.000000;110539162;99.663000;2023-04-30
14.785.152/0001-51;2023-12-31;8;137799;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;778;87;87;58613664;56.802000;0;0.000000;58613664;56.802000;2023-04-24
14.807.945/0001-24;2023-12-31;8;137005;SANSUY S.A. INDUSTRIA DE PLASTICOS;1625;60;0;568050;21.372000;2851554;56.372000;3419604;44.316000;2024-03-22
14.882.295/0001-81;2023-12-31;8;136106;CBO HOLDING S.A.;0;5;0;33934772;24.480000;0;0.000000;33934772;24.480000;2023-05-31
14.998.371/0001-19;2023-12-31;5;136057;J. MACEDO S.A.;30;6;0;10674856;100.000000;8692854;100.000000;19367710;100.000000;2019-12-30
15.073.274/0001-88;2023-12-31;2;128440;PPLA PARTICIPATIONS LTD.;2088;17;10;0;0.000000;2814666;100.000000;2814666;100.000000;2022-06-06
15.090.690/0001-94;2023-12-31;4;136175;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
15.101.405/0001-93;2023-12-31;5;131017;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;290;19;2;2106;22.267000;14716;56.280000;16822;47.245000;2023-04-18
15.114.494/0001-02;2023-12-31;7;136174;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;0;0;3;0;0.000000;0;0.000000;0;0.000000;2023-07-18
15.115.504/0001-24;2023-12-31;6;136974;TRONOX PIGMENTOS DO BRASIL S.A.;4927;168;97;99275;0.977000;8128433;43.098000;8227708;28.353000;2023-04-26
15.139.629/0001-94;2023-12-31;14;135917;CIA ELETRICIDADE EST. DA BAHIA - COELBA;3188;273;11;2356751;1.551000;283372;0.257000;2640123;1.007000;2024-04-15
15.141.799/0001-03;2023-12-31;5;136575;CIA FERRO LIGAS DA BAHIA - FERBASA;33043;286;170;1252824;1.064000;160647500;68.210000;161900324;45.828000;2024-01-24
15.144.017/0001-90;2023-12-31;9;134209;CIA SEGUROS ALIANCA DA BAHIA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-01-25
15.413.826/0001-50;2023-12-31;6;137077;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;1;2;0;421;0.065000;0;0.000000;421;0.065000;2023-04-27
15.440.708/0001-30;2023-12-31;5;136169;CONCESSIONÁRIA VIARIO S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-18
15.484.093/0001-44;2023-12-31;13;137817;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
15.494.541/0001-90;2023-12-31;2;135195;SALUS INFRAESTRUTURA PORTUARIA SA;0;2;0;4200;1.000000;0;0.000000;4200;1.000000;2022-03-30
15.578.569/0001-06;2023-12-31;10;137995;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;0;2;0;3033541675;100.000000;0;0.000000;3033541675;100.000000;2017-12-07
15.688.041/0001-90;2023-12-31;1;128178;MBK SECURITIZADORA SA;1;1;0;13354;100.000000;0;0.000000;13354;100.000000;2016-04-30
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;5;4;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
16.234.171/0001-15;2023-12-31;2;129344;METANOR SA METANOL DO NE;118;135;6;97768099;100.000000;196571002;100.000000;294339101;100.000000;2023-04-25
16.404.287/0001-55;2023-12-31;12;137725;SUZANO S.A.;75161;736;1631;664114223;50.924000;0;0.000000;664114223;50.924000;2024-01-31
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;34502;422;786;62305891;56.137000;0;0.000000;62305891;56.137000;2023-04-28
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;22021;239;697;109826474;63.301000;0;0.000000;109826474;63.301000;2024-05-16
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;50945;1810;329;854504168;79.719000;0;0.000000;854504168;79.719000;2024-03-11
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;4421;38;207;105828053;27.680000;0;0.000000;105828053;27.680000;2024-04-30
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;769;12;44;41730179;21.364000;0;0.000000;41730179;21.364000;2024-01-26
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;0;1;0;4283056588;100.000000;0;0.000000;4283056588;100.000000;2022-10-14
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;23997;194;194;133130492;65.701000;0;0.000000;133130492;65.701000;2024-04-24
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;389824;4440;2541;469002839;49.028000;1858890683;97.570000;2327893522;81.344000;2024-04-30
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;6;0;0;0;0.000000;0;0.000000;0;0.000000;2023-04-30
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;983;173;0;1603;71.181000;3879;66.661000;5482;67.922000;2023-04-25
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;3531;41;21;17673;0.253000;313613;9.410000;331286;3.213000;2022-04-29
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-09-28
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;16421;1914;24;2739166;5.953000;13813701;35.721000;16552867;19.547000;2022-03-30
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;13206;542;88;3311536;5.638000;13231897;29.932000;16543433;16.071000;2022-03-30
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;3985;588;23;21763244;33.402000;27254566;68.693000;49017810;46.759000;2023-10-06
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;19044;2488;27;3403866;8.426000;8965511;26.963000;12369377;16.796000;2022-03-30
17.234.244/0001-31;2023-12-31;1;127689;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;0;3;0;550871212;100.000000;0;0.000000;550871212;100.000000;2023-03-30
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;3461;37;4;2292846;40.175000;3863570;89.999000;6156416;61.564000;2023-04-27
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;80405;724;301;188462398;49.562000;0;0.000000;188462398;49.562000;2023-04-28
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;33544;1;270;282525630;98.658000;0;0.000000;282525630;98.658000;2023-05-15
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;336474;2578;1598;671750768;33.588000;0;0.000000;671750768;33.588000;2023-04-28
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;45;0;0;383000000;100.000000;0;0.000000;383000000;100.000000;2023-03-02
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;4;0;0;0;0.000000;0;0.000000;0;0.000000;2022-04-30
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;3482;37;1;3908445;29.511000;0;0.000000;3908445;29.511000;2023-12-21
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;96010;390;437;307729428;66.533000;0;0.000000;307729428;66.533000;2024-04-30
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;8;0;0;0;0.000000;0;0.000000;0;0.000000;2023-08-15
18.494.485/0001-82;2023-12-31;3;133285;PORTO SUDESTE V.M. S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-10-30
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;0;1;0;380000000;100.000000;0;0.000000;380000000;100.000000;2018-09-27
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;13683;189;85;44114545;94.422000;0;0.000000;44114545;94.422000;2024-04-29
18.903.785/0001-78;2023-12-31;5;136179;HOLDING DO ARAGUAIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-28
19.208.022/0001-70;2023-12-31;7;133336;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-11-06
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;7;0;0;0;0.000000;0;0.000000;0;0.000000;2021-07-31
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-12-28
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;136;6;0;25422;17.630000;121;10.911000;25543;17.579000;2022-04-18
19.527.586/0001-75;2023-12-31;4;131209;COMPANHIA ENERGÉTICA SINOP S/A;0;3;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
19.527.639/0001-58;2023-12-31;4;137071;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-12
19.726.048/0001-00;2023-12-31;3;137421;CONCESSIONÁRIA BR-040 S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;10498;37;130;91058867;20.276000;0;0.000000;91058867;20.276000;2023-04-20
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;5272;60;58;25669857;27.461000;0;0.000000;25669857;27.461000;2023-04-28
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;5978;78;21;23165733;42.940000;0;0.000000;23165733;42.940000;2023-04-14
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-11-10
20.514.555/0001-69;2023-12-31;3;131338;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-11-07
20.514.590/0001-88;2023-12-31;3;131337;ARGO V TRANSMISSÃO DE ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-11-07
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;13;1;0;3524496;2.046000;7048992;4.174000;10573488;3.099000;2023-10-30
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;1941;7;61;63679830;37.278000;0;0.000000;63679830;37.278000;2023-04-28
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;400;5;0;9116000;100.000000;0;0.000000;9116000;100.000000;2021-05-03
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;9021;96;1;866821;9.115000;11221295;61.270000;12088116;43.444000;2023-04-28
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;85655;1042;423;124051424;34.240000;0;0.000000;124051424;34.240000;2023-04-27
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;1;2;19;0;0.000000;85702404;100.000000;85702404;12.000000;2023-04-26
21.414.457/0001-12;2023-12-31;1;133427;LEADS CIA. SECURITIZADORA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-10-20
21.728.083/0001-00;2023-12-31;3;131342;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-28
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;0;1;1;0;0.000000;0;0.000000;0;0.000000;2018-06-01
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;0;1;1;0;0.000000;0;0.000000;0;0.000000;2018-06-01
22.163.297/0001-49;2023-12-31;5;135931;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;0;2;0;1319959;0.860000;0;0.000000;1319959;0.430000;2023-05-24
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;10214;68;0;5397996;10.023000;0;0.000000;5397996;10.023000;2023-04-28
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;157324;1083;373;517500000;17.250000;0;0.000000;517500000;17.250000;2023-04-26
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;2454;1501;2;289370;2.080000;14130635;84.495000;14420005;47.068000;2023-04-28
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;5917;274;125;170711441;12.695000;0;0.000000;170711441;12.695000;2023-03-31
23.096.269/0001-19;2023-12-31;6;135705;RIO PARANA ENERGIA S.A.;0;2;0;2338108737;33.333000;0;0.000000;2338108737;33.333000;2023-04-28
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;4;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;25039;252;847;498860020;45.173000;0;0.000000;498860020;45.173000;2023-04-28
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;11;0;1;0;0.000000;0;0.000000;0;0.000000;2023-10-31
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;11025;35;133;54711991;26.786000;0;0.000000;54711991;26.786000;2023-08-17
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;0;0;2;0;0.000000;0;0.000000;0;0.000000;2023-05-30
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;1316439;114;447;4694787854;114.137000;0;0.000000;4694787854;114.137000;2022-09-21
24.624.490/0001-65;2023-12-31;3;131336;ARGO TRANSMISSÃO DE ENERGIA S/A;0;1;0;500000000;100.000000;0;0.000000;500000000;100.000000;2018-03-01
24.624.551/0001-94;2023-12-31;5;138907;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;0;2;1;0;0.000000;0;0.000000;0;0.000000;2019-02-27
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;1;3;4;0;0.000000;0;0.000000;0;0.000000;2023-10-31
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;0;0;5;705365;0.064000;5008442;6.129000;5713807;0.480000;2023-04-26
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;51812;225;522;463952163;21.000000;0;0.000000;463952163;21.000000;2023-04-20
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;0;2;0;0;0.000000;5;100.000000;5;0.000000;2024-04-30
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;323;17;3;0;0.000000;0;0.000000;0;0.000000;2021-03-23
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;78;6;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;73;14;1;593360000;100.000000;0;0.000000;593360000;100.000000;2022-02-21
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;7212;68;28;72799182;25.986000;0;0.000000;72799182;25.986000;2024-05-10
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;13811;84;178;73850129;37.011000;0;0.000000;73850129;37.011000;2023-04-26
26.609.050/0001-64;2023-12-31;1;127905;TRAVESSIA SECURITIZADORA S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-29
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;21208;260;260;188667444;52.201000;0;0.000000;188667444;52.201000;2023-04-28
26.664.057/0001-89;2023-12-31;4;129153;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;580628065;100.000000;0;0.000000;580628065;100.000000;2018-03-08
26.845.702/0001-60;2023-12-31;2;131453;EQUATORIAL TRANSMISSORA 7 SPE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2018-02-01
26.982.634/0001-80;2023-12-31;2;131326;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;16;6;1;2823;22.541000;2845;44.122000;5668;29.876000;2022-12-29
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;11515;97;161;179747379;72.976000;0;0.000000;179747379;72.976000;2023-05-31
27.137.879/0001-74;2023-12-31;1;128018;CIA SEC CRED FIN CARTÕES CONSIG BMG;2;1;0;0;0.000000;0;0.000000;0;0.000000;2017-02-03
27.157.474/0001-06;2023-12-31;2;132908;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2020-05-25
27.956.690/0001-03;2023-12-31;1;128177;AUZZA SECURITIZADORA S. A.;4;1;0;0;0.000000;0;0.000000;0;0.000000;2020-12-31
27.967.244/0001-02;2023-12-31;2;131454;EQUATORIAL TRANSMISSORA 8 SPE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2018-01-31
28.019.100/0001-89;2023-12-31;3;131243;VIAPAULISTA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-05-17
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;45531;64;13;11997071;5.193000;2514360;2.961000;14511431;4.593000;2024-04-26
28.152.650/0001-71;2023-12-31;3;134201;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;58724;579;289;0;0.000000;75338058;61.907000;75338058;30.793000;2024-04-26
28.201.130/0001-01;2023-12-31;6;137078;ENERGISA TRANSMISSÃO DE ENERGIA S/A;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;78097;427;1204;301966319;30.197000;0;0.000000;301966319;30.197000;2023-04-28
28.925.264/0001-75;2023-12-31;5;131861;COMPANHIA ENERGÉTICA JAGUARA;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
28.942.127/0001-49;2023-12-31;4;131865;COMPANHIA ENERGÉTICA MIRANDA;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;3781;91;82;22315897;38.651000;0;0.000000;22315897;38.651000;2022-04-29
29.884.545/0001-90;2023-12-31;5;135937;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;3;0;1;237549;2.020000;118773;100.000000;356322;3.000000;2021-06-23
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2023-05-29
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2023-03-31
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;79022;81980;1696;1150666940;15.884000;2301291732;53.996000;3451958672;30.001000;2023-04-28
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;5310;35;0;1081937;27.276000;7931997;99.983000;9013934;75.747000;2023-04-28
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-07-01
30.788.149/0001-48;2023-12-31;1;127469;GUARDIAN COMPANHIA SECURITIZADORA;3;0;0;0;0.000000;0;0.000000;0;0.000000;2020-04-30
31.001.230/0001-07;2023-12-31;3;132600;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;0;1;0;85600000;100.000000;0;0.000000;85600000;100.000000;2023-10-10
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;4870;89;105;44444445;41.736000;0;0.000000;44444445;41.736000;2023-04-28
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;24;1;3;0;0.000000;0;0.000000;0;0.000000;2023-12-01
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;3;0;2;0;0.000000;0;0.000000;0;0.000000;2023-11-23
32.161.500/0001-00;2023-12-31;4;135908;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-12
32.431.519/0001-10;2023-12-31;2;131753;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-08-28
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-12-30
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;53751;1064;247;849346756;61.243000;0;0.000000;849346756;61.243000;2024-04-26
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;861524;5184;2592;3701760571;49.738000;4566445852;81.514000;8268206423;63.385000;2023-04-27
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;5324;19;1;2016772;9.585000;0;0.000000;2016772;9.585000;2024-04-17
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;1109;107;5;456065;4.458000;1810235;22.505000;2266300;12.402000;2023-07-12
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;316344;1079;395;94965690;99.876000;0;0.000000;94965690;99.876000;2024-04-30
