CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;14309;110;65;52255107;40.595000;0;0.000000;52255107;40.595000;2023-04-28
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;52887;298;2282;4394332306;58.284000;0;0.000000;4394332306;58.284000;2022-10-03
05.303.439/0001-07;2023-12-31;8;133343;UNIGEL PARTICIPAÇÕES S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
05.336.882/0001-84;2023-12-31;1;127751;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;0;1;0;20000000;100.000000;0;0.000000;20000000;100.000000;2023-03-31
05.347.060/0001-07;2023-12-31;4;135611;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;3;1;1;0;0.000000;0;0.000000;0;0.000000;2023-05-31
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;66976;373;1137;532616595;92.801000;0;0.000000;532616595;92.801000;2023-05-23
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;9436;150;0;21189121;32.769000;0;0.000000;21189121;32.769000;2023-04-19
06.016.348/0001-53;2023-01-01;1;127379;VENTOS DO SUL ENERGIA S.A.;0;3;0;0;0.000000;0;0.000000;0;0.000000;2019-09-04
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;85356;1955;0;1144776793;50.006000;0;0.000000;1144776793;50.006000;2023-11-30
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;39799;381;1023;1349217892;99.807000;0;0.000000;1349217892;99.807000;2023-07-14
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;101193;326;112;0;0.000000;194099944;57.325000;194099944;6.061000;2024-03-26
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;1506;49;0;2421053;1.501000;19127;0.668000;2440180;1.486000;2023-04-28
06.347.409/0001-65;2023-12-31;2;133237;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;23688;56;151;180312899;30.997000;0;0.000000;180312899;30.997000;2024-04-29
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;0;1;0;828273884;100.000000;0;0.000000;828273884;100.000000;2023-01-09
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;1;0;1;447231;100.000000;0;0.000000;447231;100.000000;2023-11-24
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-10-31
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-07-14
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;0;89;1;0;0.000000;0;0.000000;0;0.000000;2021-07-21
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;4;5;0;21340663;11.479000;18169;31.625000;21358832;11.486000;2023-11-29
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7515;287;14;1003692;2.088000;19198932;64.453000;20202624;25.949000;2023-04-25
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-12-07
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;57878;90;479;66033716;19.479000;0;0.000000;66033716;19.479000;2023-04-20
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;8731;1113;7;614477;0.711000;0;0.000000;614477;0.711000;2023-03-31
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;0;1;0;154962;100.000000;66413;100.000000;221375;100.000000;2020-07-30
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;177;365;0;496437;99.633000;1674074;95.567000;2170511;96.467000;2023-04-28
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;20;11;0;731;0.753000;0;0.000000;731;0.753000;2023-04-27
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;8;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-30
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;0;2;0;1525558419;100.000000;0;0.000000;1525558419;100.000000;2012-08-20
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;45716;276;675;226948086;25.995000;0;0.000000;226948086;25.995000;2023-04-27
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;3;3;0;0;0.000000;0;0.000000;0;0.000000;2023-04-20
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;308094;1897;652;4394245879;27.886000;0;0.000000;4394245879;27.886000;2023-04-28
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;10436;109;618;307405718;52.437000;0;0.000000;307405718;52.437000;2023-09-25
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;116165;372;220;63773043;62.106451;0;0.000000;63773043;62.106451;2023-10-31
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;4;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-04
07.659.538/0001-51;2023-12-31;3;134603;DINAMICA ENERGIA S.A.;3;1;0;334424444;100.000000;0;0.000000;334424444;100.000000;2007-04-27
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;72203;14450;397;734632601;99.212000;0;0.000000;734632601;99.212000;2023-04-28
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;8;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;1885;49;33;4708032;47.080000;0;0.000000;4708032;47.080000;2024-04-30
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;27670;1076;0;318010631;52.935000;0;0.000000;318010631;52.935000;2024-04-26
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;320;6;25;2380679;98.288000;0;0.000000;2380679;98.288000;2021-12-31
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-24
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;44718;311;105;28785772;39.895000;0;0.000000;28785772;39.895000;2022-06-15
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;1690;29;45;48684508;30.436000;0;0.000000;48684508;30.436000;2023-04-28
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;0;3;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;649047;445;1445;218568274;37.001000;437136468;98.725000;655704742;63.445000;2023-04-27
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;20775;134;118;62641245;59.221000;0;0.000000;62641245;59.221000;2023-04-29
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-31
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;34862;137;51;45082118;61.237000;0;0.000000;45082118;61.237000;2023-05-05
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-10-01
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;13582;99;33;104261376;70.660000;0;0.000000;104261376;70.660000;2023-12-28
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;0;1;7;0;0.000000;0;0.000000;0;0.000000;2023-05-01
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;11170;287;164;35803742;31.007000;0;0.000000;35803742;31.007000;2023-10-02
08.213.823/0001-07;2023-12-31;6;135236;AURA ALMAS MINERAÇÃO S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-11
08.262.121/0001-13;2023-12-31;3;138147;ALUBAR METAIS E CABOS S.A.;4;1;0;0;0.000000;0;0.000000;0;0.000000;2023-10-06
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;91522;321;371;299252184;44.051000;0;0.000000;299252184;44.051000;2023-04-27
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;72475;314;341;91552608;41.429000;0;0.000000;91552608;41.429000;2024-04-26
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;0;4;0;0;0.000000;0;0.000000;0;0.000000;2022-08-29
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;6589;301;111;8844830;6.817000;2732307;7.129000;11577137;6.888000;2024-04-11
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;70870;1201;782;375130280;66.651000;0;0.000000;375130280;66.651000;2024-03-15
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;125869;908;908;151478405;23.461000;303364120;99.405000;454842525;47.836000;2024-04-19
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;12;2;1;0;0.000000;0;0.000000;0;0.000000;2021-11-16
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;17864;152;293;81927760;16.412000;0;0.000000;81927760;16.412000;2023-04-27
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;3;4;0;18089;64.528000;102590;100.000000;120679;92.387000;2016-04-29
08.439.659/0001-50;2023-12-31;7;137880;CPFL ENERGIAS RENOVÁVEIS S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-26
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;297;215;0;103300;0.152000;75289;45.904000;178589;0.262000;2023-04-28
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;15976;48;0;26076041;20.904000;51700769;41.446000;77776810;31.175000;2024-04-30
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;447;94;0;77842;0.098000;0;0.000000;77842;0.098000;2023-04-28
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-12-15
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;9312;20;24;1038543;39.108000;0;0.000000;1038543;39.108000;2023-05-11
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;1595;2;15;1428328;74.054000;0;0.000000;1428328;74.054000;2023-04-06
08.769.451/0001-08;2023-12-31;5;136988;VIRGO COMPANHIA DE SECURITIZAÇÃO;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-10-01
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;21;2;0;1249031;1.100000;0;0.000000;1249031;1.100000;2023-09-28
08.773.191/0001-36;2023-12-31;3;136984;BRASILIANA PARTICIPAÇÕES S/A;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-29
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;3;1;3;0;0.000000;0;0.000000;0;0.000000;2023-04-10
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;16846;708;129;127608925;43.720000;0;0.000000;127608925;43.720000;2023-04-28
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;22821;183;131;59860037;39.215000;0;0.000000;59860037;39.215000;2022-04-29
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;32111;219;495;289347914;93.613000;0;0.000000;289347914;93.613000;2023-04-27
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;3;1;1;0;0.000000;0;0.000000;0;0.000000;2023-04-28
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;61780;356;0;71441396;38.282000;0;0.000000;71441396;38.282000;2023-04-26
08.822.767/0001-08;2023-12-31;1;127970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-12-27
08.827.501/0001-58;2023-12-31;8;135985;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;0;4;0;207858034;29.278000;274590758;88.492000;482448792;47.287000;2024-01-23
08.873.873/0001-10;2023-12-31;7;135928;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;151359;1194;1194;1110559345;20.246000;0;0.000000;1110559345;20.246000;2023-04-28
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;0;2;1;7877740;100.000000;6843557;100.000000;14721297;100.000000;2017-11-21
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;15246;129;190;60450121;59.172000;0;0.000000;60450121;59.172000;2023-04-19
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;13449;115;178;82302418;94.596000;0;0.000000;82302418;94.596000;2024-04-26
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;31;0;5;535845140;100.000000;64914392;100.000000;600759532;100.000000;2022-05-27
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;12;3;0;150424;0.109000;0;0.000000;150424;0.109000;2023-05-02
09.074.183/0001-64;2023-12-31;1;127682;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;0;1;0;428071225;100.000000;0;0.000000;428071225;100.000000;2018-04-27
09.095.183/0001-40;2023-12-31;6;137726;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3922;15;3;1592166;50.576000;0;0.000000;1592166;50.576000;2023-04-28
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;9138;198;38;75620822;37.818000;0;0.000000;75620822;37.818000;2023-04-10
09.116.278/0001-01;2023-12-31;1;127369;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;0;1;0;14048567;100.000000;4073532;100.000000;18122099;100.000000;2013-04-29
09.146.451/0001-06;2023-12-31;8;135850;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-12-27
09.149.503/0001-06;2023-12-31;2;137034;SERENA GERAÇÃO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;5582;15;710;395604037;58.621000;0;0.000000;395604037;58.621000;2024-03-18
09.257.877/0001-37;2023-12-31;9;136086;FERROVIA NORTE SUL S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;2;0;0;72188009000;100.000000;0;0.000000;72188009000;100.000000;2024-05-17
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;19075;106;333;257038629;63.644000;0;0.000000;257038629;63.644000;2023-04-28
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;15235;49;26;25446705;37.037000;0;0.000000;25446705;37.037000;2024-05-13
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;127963;532;246;306558420;33.000000;328421113;97.817000;634979533;50.207000;2024-05-15
09.313.969/0001-97;2023-12-31;6;132775;AUTOPISTA LITORAL SUL;0;1;0;3126258713;100.000000;0;0.000000;3126258713;100.000000;2023-09-25
09.324.949/0001-11;2023-12-31;2;131253;AUTOPISTA FLUMINENSE SA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2014-04-16
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;0;1;0;1721076003;100.000000;0;0.000000;1721076003;100.000000;2022-04-20
09.326.342/0001-70;2023-12-31;3;131702;AUTOPISTA FERNÃO DIAS SA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2016-05-05
09.336.431/0001-06;2023-12-31;3;132777;AUTOPISTA REGIS BITTENCOURT SA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2014-04-17
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;317857;2443;1604;5511401013;99.367000;0;0.000000;5511401013;99.367000;2023-06-01
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;1374;6;45;52772087;37.699000;0;0.000000;52772087;37.699000;2023-04-24
09.359.927/0001-97;2023-12-31;3;135608;ASA BRANCA HOLDING S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-01-13
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-25
09.414.761/0001-64;2023-12-31;1;127734;K-INFRA RODOVIA DO AÇO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2018-11-23
09.478.309/0001-66;2023-12-31;2;133187;BRASIL BIOFUELS S.A.;3;2;0;597522;9.867000;0;0.000000;597522;9.867000;2023-09-08
09.527.023/0001-23;2023-12-31;6;139422;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
09.538.973/0001-53;2023-12-31;3;136207;PDG COMPANHIA SECURITIZADORA;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
09.584.854/0001-37;2023-12-31;3;133661;MANAUS TRANSMISSORA DE ENERGIA S.A;0;1;0;1255333123;100.000000;0;0.000000;1255333123;100.000000;2023-04-28
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2;0;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
09.625.321/0001-56;2023-12-31;3;133665;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;0;5;0;0;0.000000;0;0.000000;0;0.000000;2023-04-14
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;5;4;0;0;0.000000;0;0.000000;0;0.000000;2024-02-23
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;47659;242;0;102849895;43.094000;0;0.000000;102849895;43.094000;2024-01-17
10.215.988/0001-60;2023-12-31;5;133774;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
10.234.027/0001-00;2023-12-31;4;137080;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;0;2;0;0;0.000000;0;0.000000;0;0.000000;2018-05-08
10.240.186/0001-00;2023-12-31;4;137081;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;0;1;1;0;0.000000;0;0.000000;0;0.000000;2023-04-26
10.285.590/0001-08;2023-12-31;10;137695;GRUPO DE MODA SOMA S.A.;41719;354;875;496029967;63.209000;0;0.000000;496029967;63.209000;2023-04-28
10.319.900/0001-50;2023-12-31;2;135836;CICLUS AMBIENTAL RIO S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
10.324.624/0001-18;2023-12-31;5;137863;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
10.338.320/0001-00;2023-12-31;5;135815;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;3177;208;54;835965;1.325000;0;0.000000;835965;1.325000;2024-04-10
10.452.416/0001-02;2023-12-31;5;133479;REAG INVESTIMENTOS S.A.;2;3;0;696801900;94.566000;0;0.000000;696801900;94.566000;2023-11-30
10.488.244/0001-19;2023-12-31;2;136018;INFRASEC SECURITIZADORA S.A.;0;2;0;10000;100.000000;0;0.000000;10000;100.000000;2013-12-27
10.502.676/0001-37;2023-12-31;1;127426;TERMELÉTRICA PERNAMBUCO III S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2014-07-14
10.531.501/0001-58;2023-12-31;3;128332;CONC AUTO RAPOSO TAVARES S.A.;0;1;0;4094242310;100.000000;4094242309;100.000000;8188484619;100.000000;2021-02-15
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;7;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
10.629.105/0001-68;2023-12-31;19;136834;PRIO S.A.;145456;1907;1404;804019521;90.131000;0;0.000000;804019521;90.131000;2024-01-02
10.635.691/0001-53;2023-12-31;1;127914;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;0;1;0;249500000;100.000000;249500000;100.000000;499000000;100.000000;2020-09-01
10.647.979/0001-48;2023-12-31;4;132792;CONC ROTA DAS BANDEIRAS S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-05-11
10.670.314/0001-55;2023-12-31;3;137648;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-09-26
10.678.505/0001-63;2023-12-31;2;131701;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;0;2;0;0;0.000000;0;0.000000;0;0.000000;2015-06-30
10.739.356/0001-03;2023-12-31;8;133425;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;25257;189;62;42192245;21.386000;84384490;78.187000;126576735;41.471000;2023-09-29
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;156595;585;449;525582771;99.998000;0;0.000000;525582771;99.998000;2023-11-24
10.807.374/0001-77;2023-12-31;4;131521;BOA SAFRA SEMENTES S.A.;39485;332;3;45088147;38.491000;0;0.000000;45088147;38.491000;2023-04-27
10.835.932/0001-08;2023-12-31;9;135992;CIA ENERGETICA DE PERNAMBUCO - CELPE;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
10.841.050/0001-55;2023-12-31;5;135933;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
10.851.805/0001-00;2023-12-31;1;130805;FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL;0;1;1;0;0.000000;0;0.000000;0;0.000000;2017-08-31
11.257.352/0001-43;2023-12-31;2;128319;BSI CAPITAL SECURITIZADORA S.A.;2;0;0;0;0.000000;0;0.000000;0;0.000000;2022-09-06
11.274.829/0001-07;2023-12-31;2;130666;COMPANHIA PAULISTA DE SECURITIZAÇÃO;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-03-22
11.284.204/0001-18;2023-12-31;7;135896;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;3;2;0;0;0.000000;0;0.000000;0;0.000000;2021-04-30
11.421.994/0001-36;2023-12-31;18;137737;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;5469;120;258;46644102;56.231000;0;0.000000;46644102;56.231000;2023-04-28
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;35864;128;547;263267225;99.045000;0;0.000000;263267225;99.045000;2023-12-26
11.716.471/0001-17;2023-12-31;1;128179;TRX SECURITIZADORA S.A.;1;1;0;28905;100.000000;0;0.000000;28905;100.000000;2020-09-30
11.721.921/0001-60;2023-12-31;10;136541;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;1695;40;19;3565309;17.485000;0;0.000000;3565309;17.485000;2024-01-08
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;0;1;0;529842845;100.000000;0;0.000000;529842845;100.000000;2023-08-07
11.992.680/0001-93;2023-12-31;11;137624;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;57215;604;0;278477812;98.051000;0;0.000000;278477812;98.051000;2023-04-28
12.049.631/0001-84;2023-12-31;4;133256;MOURA DUBEUX ENGENHARIA S/A;7168;205;165;53415493;62.909000;0;0.000000;53415493;62.909000;2023-04-27
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;60904;706;924;240205945;99.907000;0;0.000000;240205945;99.907000;2024-04-30
12.104.241/0004-02;2023-12-31;16;137913;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;9393;75;2540;194602507;36.893000;0;0.000000;194602507;36.893000;2023-04-28
12.108.897/0001-50;2023-12-31;8;137392;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;12822;145;29;16631005;32.866000;0;0.000000;16631005;32.866000;2024-04-24
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;7915;67;106;189313589;91.780000;0;0.000000;189313589;91.780000;2023-04-28
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;0;7;2;0;0.000000;0;0.000000;0;0.000000;2023-01-18
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;743;10;158;182249113;56.455000;0;0.000000;182249113;56.455000;2023-11-01
