CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Centro-Oeste;0;62;14;47;0;0;0
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Exterior;0;208;0;0;0;0;0
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Nordeste;3;102;20;125;0;0;0
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Norte;1;19;2;12;0;0;0
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Sudeste;221;7462;1110;3777;18;0;1
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Sul;3;198;2;48;0;0;0
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Exterior;0;0;0;0;0;0;0
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Nordeste;0;0;0;0;0;0;2
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Norte;0;0;0;0;0;0;0
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Sudeste;0;0;0;0;0;0;0
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Sul;0;0;0;0;0;0;0
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Nordeste;0;0;0;0;0;0;0
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0;0;0
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Sudeste;0;0;0;0;0;0;614
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Sul;0;0;0;0;0;0;217
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Exterior;0;0;0;0;0;0;0
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Nordeste;0;0;0;0;0;0;0
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Norte;0;0;0;0;0;0;0
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Sudeste;0;0;0;0;0;0;2
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Sul;0;0;0;0;0;0;0
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Exterior;0;1;0;0;0;0;0
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Nordeste;0;0;0;0;0;0;0
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Norte;0;0;0;0;0;0;0
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Sudeste;0;0;0;0;0;0;0
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Sul;14;586;39;134;1;4;898
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Centro-Oeste;0;0;0;0;0;0;0
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Exterior;0;0;0;0;0;0;0
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Nordeste;0;0;0;0;0;0;0
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Norte;0;0;0;0;0;0;0
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Sudeste;0;6;0;0;0;0;0
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Sul;0;0;0;0;0;0;0
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Centro-Oeste;0;0;0;0;0;0;0
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Exterior;0;0;0;0;0;0;0
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Nordeste;0;0;0;0;0;0;0
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Norte;0;0;0;0;0;0;0
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Sudeste;0;0;0;0;0;0;2
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Sul;0;0;0;0;0;0;0
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Nordeste;0;0;0;0;0;0;0
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Norte;0;0;0;0;0;0;0
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Sudeste;0;0;0;0;0;0;413
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Sul;0;0;0;0;0;0;0
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Centro-Oeste;0;43;10;36;0;0;0
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Exterior;0;0;0;0;0;0;0
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Nordeste;0;0;0;0;0;0;0
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Norte;0;0;0;0;0;0;0
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Sudeste;32;2465;204;805;4;0;16
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Sul;0;0;0;0;0;0;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Exterior;0;0;0;0;0;0;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Nordeste;0;0;0;0;0;0;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Norte;0;0;0;0;0;0;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Sudeste;0;0;0;0;0;0;2
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Sul;0;0;0;0;0;0;0
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Exterior;0;0;0;0;0;0;0
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Nordeste;0;4;8;18;0;0;0
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Norte;0;9;8;53;2;0;2
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Sudeste;29;495;104;360;0;7;18
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Sul;4;389;60;129;2;4;9
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Centro-Oeste;0;28;3;19;0;0;13
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Exterior;0;1;0;0;0;0;0
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Nordeste;0;53;14;44;0;0;27
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Norte;0;6;1;5;0;0;4
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Sudeste;35;1446;186;564;6;0;252
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Sul;2;778;46;67;3;0;295
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Centro-Oeste;0;0;0;0;0;0;0
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Exterior;0;0;0;0;0;0;0
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Nordeste;0;1;0;0;1;0;0
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Norte;0;0;0;0;0;0;0
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Sudeste;0;48;6;6;0;0;0
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Sul;0;278;52;19;0;0;0
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Exterior;0;0;0;0;0;0;2
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Nordeste;0;0;0;0;0;0;0
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Norte;0;0;0;0;0;0;0
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Sudeste;0;0;0;0;0;0;0
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Sul;0;0;0;0;0;0;0
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Centro-Oeste;13;444;146;647;5;0;6
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Exterior;0;0;0;0;0;0;0
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Nordeste;0;0;0;0;0;0;0
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Norte;0;3;2;1;0;0;0
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Sudeste;24;2043;385;987;11;0;5
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Sul;31;2621;183;732;14;0;11
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Nordeste;0;5;2;6;0;0;1
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Norte;0;0;0;0;0;0;0
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Sudeste;2;66;13;9;1;0;1
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Sul;0;0;0;0;0;0;0
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Centro-Oeste;8;160;35;160;1;0;15
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Exterior;0;0;0;0;0;0;0
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Nordeste;14;299;75;305;2;0;1
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Norte;4;66;23;172;0;0;2
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Sudeste;89;4830;726;1996;8;0;116
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Sul;6;486;41;116;2;0;25
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Nordeste;0;0;0;0;0;0;0
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Norte;0;0;0;0;0;0;0
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Sudeste;7;7;1;0;0;0;3
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Sul;0;0;0;0;0;0;0
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Centro-Oeste;1;61;6;24;0;0;0
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Nordeste;0;53;16;53;0;0;0
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Norte;0;42;5;52;0;0;0
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Sudeste;0;4;0;0;1;0;0
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Sul;8;782;22;85;0;0;0
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Centro-Oeste;13;444;146;647;5;0;6
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Exterior;0;0;0;0;0;0;0
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Nordeste;0;0;0;0;0;0;0
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Norte;0;3;2;1;0;0;0
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Sudeste;24;2043;385;987;11;0;5
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Sul;31;2621;183;732;14;0;11
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Centro-Oeste;34;716;135;822;5;49;0
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Exterior;0;0;0;0;0;0;0
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Nordeste;58;1085;427;1877;6;162;0
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Norte;11;170;26;309;0;32;0
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Sudeste;354;13059;1677;4165;17;518;0
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Sul;76;5157;384;1274;10;347;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Exterior;0;0;0;0;0;0;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Nordeste;0;0;0;0;0;0;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Norte;0;0;0;0;0;0;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Sudeste;0;0;0;0;0;0;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Sul;0;0;0;0;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Exterior;0;0;0;0;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Nordeste;0;0;0;0;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Norte;0;0;0;0;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Sudeste;0;0;0;47;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Sul;0;0;0;0;0;0;0
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Exterior;0;0;0;0;0;0;0
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Nordeste;0;9;1;13;0;0;17
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Norte;4;84;25;178;0;0;70
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Sudeste;20;1176;157;783;7;2;574
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Sul;0;110;3;8;0;0;23
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Exterior;0;0;0;0;0;0;0
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Nordeste;0;0;0;0;0;0;0
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Norte;0;0;0;0;0;0;0
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Sudeste;0;0;0;0;0;0;0
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Sul;0;0;0;0;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Exterior;0;0;0;0;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Nordeste;0;0;0;0;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Norte;0;0;0;0;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Sudeste;0;0;0;0;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Sul;0;0;0;0;0;0;0
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Centro-Oeste;58;1591;184;1105;4;0;456
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Exterior;0;0;0;0;0;0;0
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Nordeste;42;921;384;1304;6;0;627
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Norte;10;154;44;289;1;0;61
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Sudeste;207;7188;834;2542;12;0;1206
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Sul;64;2541;182;809;3;0;516
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Centro-Oeste;11;243;119;148;1;0;329
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Exterior;0;0;0;0;0;0;0
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Nordeste;17;161;450;310;5;0;582
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Norte;0;5;4;7;1;0;7
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Sudeste;119;4510;1535;1607;30;0;5481
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Sul;4;728;89;119;1;0;576
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Exterior;0;0;0;0;0;0;0
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Nordeste;0;0;0;0;0;0;0
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Norte;0;0;0;0;0;0;0
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Sudeste;1;53;7;24;0;0;0
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Sul;0;0;0;0;0;0;0
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Centro-Oeste;563;10006;2191;21493;750;155;0
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Exterior;3690;29696;17533;1015;329;63137;0
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Nordeste;41;848;1056;2407;1;15;0
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Norte;128;1557;629;4629;14;44;0
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Sudeste;310;22360;4349;15057;33;272;0
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Sul;887;36048;2935;11761;910;2430;0
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Centro-Oeste;183;3779;577;4551;26;68;0
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Exterior;0;0;0;0;0;0;0
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Nordeste;0;0;0;0;0;0;0
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Norte;0;0;0;0;0;0;0
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Sudeste;41;1084;54;353;0;3;0
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Sul;0;44;8;5;0;7;0
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Centro-Oeste;0;0;0;0;0;0;0
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Exterior;0;0;0;0;0;0;0
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Nordeste;0;3;0;1;0;0;0
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Norte;0;1;0;3;0;0;0
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Sudeste;0;94;4;36;0;0;0
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Sul;0;1;0;0;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Exterior;0;0;0;0;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Nordeste;0;0;0;0;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Norte;0;0;0;0;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Sudeste;0;0;0;0;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Sul;0;0;0;0;0;0;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Centro-Oeste;0;0;0;0;0;0;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Nordeste;0;0;0;0;0;0;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Norte;0;0;0;0;0;0;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Sudeste;5;217;10;48;0;2;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Sul;0;0;0;0;0;0;0
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Centro-Oeste;0;29;3;13;0;0;0
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Exterior;0;0;0;0;0;0;0
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Nordeste;0;0;0;2;0;0;9
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Norte;0;2;0;3;0;0;0
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Sudeste;19;994;65;250;4;0;7
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Sul;2;21;4;17;0;0;0
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Centro-Oeste;0;0;0;0;0;0;0
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Exterior;0;0;0;0;0;0;0
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Nordeste;0;0;0;0;0;0;0
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Norte;0;0;0;0;0;0;0
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Sudeste;0;55;4;1;0;0;0
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Sul;0;0;0;0;0;0;0
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;Centro-Oeste;0;26;5;20;0;0;66
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
