CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Acionista;Tipo_Classe_Acao_Preferencial;Quantidade_Acoes;Percentual_Acoes
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;7182335;;0;0.000000
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;7182445;;0;0.000000
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;7182468;;0;0.000000
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;7182506;;0;0.000000
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;7372637;Preferencial Classe A;18169;100.000000
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;7372637;Ordinária Classe A;287;100.000000
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;7372638;Preferencial Classe A;18169;100.000000
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;7372638;Ordinária Classe A;287;100.000000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371146;Preferencial Classe A;3970308;14.053000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371146;Preferencial Classe B;1533222;99.906000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371150;Preferencial Classe A;10588006;37.476000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371150;Preferencial Classe B;424;0.028000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371166;Preferencial Classe A;757700;2.682000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371170;Preferencial Classe A;2098800;7.429000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371174;Preferencial Classe A;1540810;5.454000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371178;Preferencial Classe A;2069368;7.324000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371183;Preferencial Classe A;7227708;25.582000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371183;Preferencial Classe B;1016;0.066000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371184;Preferencial Classe A;28252700;100.000000
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;7371184;Preferencial Classe B;1534662;100.000000
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;7351247;Ordinária Classe A;45;0.029000
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;7351248;Preferencial Classe A;66413;100.000000
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;7351252;Ordinária Classe A;79909;51.567000
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;7351253;Ordinária Classe A;75008;48.404000
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;7351256;Ordinária Classe A;154962;100.000000
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;7351256;Preferencial Classe A;66413;100.000000
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;7384171;Ordinária Classe A;258442;100.000000
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;7384174;Ordinária Classe A;258442;100.000000
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;7109237;Ordinária Classe A;0;0.000000
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;7109239;Ordinária Classe A;1133467;3.660000
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;7109240;Ordinária Classe A;1858151;6.000000
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;7109241;Ordinária Classe A;13651156;44.080000
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;7109245;Ordinária Classe A;10201205;32.940000
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;7109250;Ordinária Classe A;2266933;7.320000
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;7109254;Ordinária Classe A;0;0.000000
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;7109255;Ordinária Classe A;30969063;100.000000
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;7109256;Ordinária Classe A;1858151;6.000000
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;7323711;Ordinária Classe A;17914183;20.303000
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;7323715;Ordinária Classe A;36102447;40.916000
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;7323715;Ordinária Classe B;71724017;100.000000
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;7323726;Ordinária Classe A;34218257;38.781000
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;7323727;Ordinária Classe A;88234887;100.000000
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;7323727;Ordinária Classe B;71724017;100.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164442;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164454;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164456;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164462;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164463;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164493;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164524;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164573;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164577;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164594;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164596;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164601;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164603;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164633;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164634;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164635;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164636;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164637;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164638;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164639;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164640;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164641;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164642;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164643;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164647;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164648;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164653;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164654;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164655;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164656;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164657;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164658;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164659;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164660;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164661;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164662;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164663;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164667;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164668;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164669;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164670;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164671;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164672;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164673;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164674;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164675;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164676;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164677;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164681;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164685;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164693;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164698;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164699;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164700;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164701;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164708;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164712;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164725;;0;0.000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;7164729;;0;0.000000
08.213.823/0001-07;2023-12-31;6;135236;AURA ALMAS MINERAÇÃO S.A.;7341042;Ordinária Classe A;1116961;100.000000
08.213.823/0001-07;2023-12-31;6;135236;AURA ALMAS MINERAÇÃO S.A.;7341098;Ordinária Classe A;1116961;100.000000
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;7391865;Ordinária Classe A;1408026;100.000000
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;7391867;Ordinária Classe A;1408026;100.000000
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;7369423;Preferencial Classe A;19107201;92.726000
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;7369423;Preferencial Classe B;16454399;92.849000
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;7369445;Preferencial Classe A;1498927;7.274000
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;7369445;Preferencial Classe B;1267282;7.151000
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;7369446;Preferencial Classe A;20606128;100.000000
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;7369446;Preferencial Classe B;17721681;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089259;Ordinária Classe A;9942;99.980000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089261;Ordinária Classe A;8140;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089265;;102590;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089265;Preferencial Classe A;28607;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089265;Preferencial Classe B;14;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089265;Preferencial Classe C;73969;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089266;Ordinária Classe A;8140;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089266;;102590;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089266;Preferencial Classe A;28607;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089266;Preferencial Classe B;14;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089266;Preferencial Classe C;73969;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089267;Ordinária Classe A;2;0.020000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089271;Preferencial Classe A;28607;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089271;Preferencial Classe B;14;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089271;Preferencial Classe C;73969;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089272;Ordinária Classe A;9944;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089272;Preferencial Classe A;28607;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089272;Preferencial Classe B;14;100.000000
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;7089272;Preferencial Classe C;73969;100.000000
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;7389745;Ordinária Classe O;3355031;100.000000
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;7389746;Ordinária Classe O;14595461;70.000000
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;7389747;Ordinária Classe O;6255198;30.000000
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;7389750;Ordinária Classe O;20850659;100.000000
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;7389753;Ordinária Classe O;3355031;100.000000
08.773.191/0001-36;2023-12-31;3;136984;BRASILIANA PARTICIPAÇÕES S/A;7379170;Ordinária Classe A;1;100.000000
08.773.191/0001-36;2023-12-31;3;136984;BRASILIANA PARTICIPAÇÕES S/A;7379176;Ordinária Classe A;1;100.000000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360367;Ordinária Classe A;14043013;25.976000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360368;Ordinária Classe A;14043013;50.000000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360369;Ordinária Classe A;14043013;50.000000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360370;Ordinária Classe A;0;0.000000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360371;Ordinária Classe A;28086026;100.000000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360372;Ordinária Classe A;4023851;7.443000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360373;Ordinária Classe A;4023851;100.000000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360376;Ordinária Classe A;4023851;100.000000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360377;Ordinária Classe A;35994296;66.581000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360379;Ordinária Classe A;4023851;100.000000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360382;Ordinária Classe A;4023851;100.000000
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;7360390;Ordinária Classe A;54061160;100.000000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290376;Preferencial Classe C;1;100.000000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290376;Preferencial Classe D;1;100.000000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290376;Ordinária Classe A;2708534;66.233000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290381;Ordinária Classe A;1380846;33.767000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290394;Preferencial Classe A;311344;100.000000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290394;Preferencial Classe B;6532211;100.000000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290400;Preferencial Classe C;1;100.000000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290400;Preferencial Classe D;1;100.000000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290400;Ordinária Classe A;4089380;100.000000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290400;Preferencial Classe A;311344;100.000000
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;7290400;Preferencial Classe B;6532211;100.000000
09.074.183/0001-64;2023-12-31;1;127682;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;7105502;Ordinária Classe B;428071225;100.000000
09.074.183/0001-64;2023-12-31;1;127682;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;7105507;Ordinária Classe B;428071225;100.000000
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;7401239;Ordinária Classe A;36094004500;50.000000
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;7401240;Ordinária Classe A;36094004500;50.000000
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;7401243;Ordinária Classe A;72188009000;100.000000
09.313.969/0001-97;2023-12-31;6;132775;AUTOPISTA LITORAL SUL;7261747;Ordinária Classe A;1367040;100.000000
09.313.969/0001-97;2023-12-31;6;132775;AUTOPISTA LITORAL SUL;7261761;Ordinária Classe A;1367040;100.000000
09.313.969/0001-97;2023-12-31;6;132775;AUTOPISTA LITORAL SUL;7261775;Ordinária Classe A;608913922;100.000000
09.313.969/0001-97;2023-12-31;6;132775;AUTOPISTA LITORAL SUL;7261789;Ordinária Classe A;608913922;100.000000
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;7320764;Ordinária Classe A;1367040;100.000000
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;7320778;Ordinária Classe A;1367040;100.000000
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;7320780;Ordinária Classe A;608913922;100.000000
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;7320794;Ordinária Classe A;608913922;100.000000
09.326.342/0001-70;2023-12-31;3;131702;AUTOPISTA FERNÃO DIAS SA;7243122;Ordinária Classe A;1367040;100.000000
09.326.342/0001-70;2023-12-31;3;131702;AUTOPISTA FERNÃO DIAS SA;7243135;Ordinária Classe A;1367040;100.000000
09.326.342/0001-70;2023-12-31;3;131702;AUTOPISTA FERNÃO DIAS SA;7243138;Ordinária Classe A;608913922;100.000000
09.326.342/0001-70;2023-12-31;3;131702;AUTOPISTA FERNÃO DIAS SA;7243151;Ordinária Classe A;608913922;100.000000
09.336.431/0001-06;2023-12-31;3;132777;AUTOPISTA REGIS BITTENCOURT SA;7261897;Ordinária Classe A;1367040;100.000000
09.336.431/0001-06;2023-12-31;3;132777;AUTOPISTA REGIS BITTENCOURT SA;7261911;Ordinária Classe A;1367040;100.000000
09.336.431/0001-06;2023-12-31;3;132777;AUTOPISTA REGIS BITTENCOURT SA;7261925;Ordinária Classe A;608913922;100.000000
09.336.431/0001-06;2023-12-31;3;132777;AUTOPISTA REGIS BITTENCOURT SA;7261939;Ordinária Classe A;608913922;100.000000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354197;Preferencial Classe B;30769876;11.203000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354201;Preferencial Classe B;1598994;0.582000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354209;Preferencial Classe B;18262671;6.650000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354213;Preferencial Classe B;18691102;6.806000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354217;Preferencial Classe B;321159;0.117000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354229;Preferencial Classe B;16387999;5.967000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354233;Preferencial Classe B;8733400;3.180000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354241;Preferencial Classe B;1095944;0.399000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354245;Preferencial Classe B;493;0.000000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354245;Preferencial Classe C;1;100.000000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354249;Preferencial Classe A;2000;1.403000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354249;Preferencial Classe B;360000;0.131000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354253;Preferencial Classe A;52200;36.616000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354255;Preferencial Classe A;88359;61.981000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354255;Preferencial Classe B;178423655;64.965000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354256;Preferencial Classe B;274645293;100.000000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354256;Preferencial Classe C;1;100.000000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354256;Preferencial Classe A;142559;100.000000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354355;Preferencial Classe B;30769876;11.203000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354359;Preferencial Classe B;1598994;0.582000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354367;Preferencial Classe B;18262671;6.650000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354371;Preferencial Classe B;18691102;6.806000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354375;Preferencial Classe B;321159;0.117000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354387;Preferencial Classe B;16387999;5.967000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354391;Preferencial Classe B;8733400;3.180000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354399;Preferencial Classe B;1095944;0.399000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354403;Preferencial Classe B;493;0.000000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354403;Preferencial Classe C;1;100.000000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354407;Preferencial Classe A;2000;1.403000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354407;Preferencial Classe B;360000;0.131000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354411;Preferencial Classe A;52200;36.616000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354413;Preferencial Classe A;88359;61.981000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354413;Preferencial Classe B;178423655;64.965000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354414;Preferencial Classe B;274645293;100.000000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354414;Preferencial Classe C;1;100.000000
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;7354414;Preferencial Classe A;142559;100.000000
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7401595;Ordinária Classe A;43442674;100.000000
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7401598;Ordinária Classe A;43442674;100.000000
09.625.321/0001-56;2023-12-31;3;133665;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7300179;Ordinária Classe A;860523002;51.000000
09.625.321/0001-56;2023-12-31;3;133665;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7300199;Ordinária Classe A;826776995;49.000000
09.625.321/0001-56;2023-12-31;3;133665;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7300200;Ordinária Classe A;1197;100.000000
