CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Acionista;Tipo_Classe_Acao_Preferencial;Quantidade_Acoes;Percentual_Acoes
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338932;Preferencial Classe B;1343676;57.662000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338932;Preferencial Classe C;129423;58.865000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338932;Preferencial Classe D;1329359;64.547000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338932;Preferencial Classe E;4343374;64.257000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338932;Preferencial Classe F;17060742;78.557000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338942;Preferencial Classe A;85565;51.878000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338942;Preferencial Classe B;986595;42.338000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338942;Preferencial Classe C;90440;41.135000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338942;Preferencial Classe D;730158;35.453000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338942;Preferencial Classe E;2415971;35.743000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338942;Preferencial Classe F;4656782;21.443000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338943;Preferencial Classe A;164936;100.000000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338943;Preferencial Classe B;2330271;100.000000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338943;Preferencial Classe C;219863;100.000000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338943;Preferencial Classe D;2059517;100.000000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338943;Preferencial Classe E;6759345;100.000000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338943;Preferencial Classe F;21717524;100.000000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338947;Preferencial Classe A;3174100;7.180000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338948;Preferencial Classe A;132200;0.299000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338949;Preferencial Classe A;10057797;22.752000
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;7338950;Preferencial Classe A;44206287;100.000000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335494;Preferencial Classe A;79371;48.122000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335494;Preferencial Classe B;1343676;57.662000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335494;Preferencial Classe C;129423;58.865000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335494;Preferencial Classe D;1329359;64.547000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335494;Preferencial Classe E;4343374;64.257000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335494;Preferencial Classe F;17060742;78.557000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335503;Preferencial Classe E;1350097;19.974000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335503;Preferencial Classe F;2239359;10.311000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335503;Preferencial Classe A;33458;20.285000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335503;Preferencial Classe B;528917;22.698000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335503;Preferencial Classe C;52787;24.009000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335503;Preferencial Classe D;368821;17.908000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335505;Preferencial Classe B;457678;19.641000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335505;Preferencial Classe C;37653;17.126000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335505;Preferencial Classe D;361337;17.545000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335505;Preferencial Classe E;1065874;15.769000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335505;Preferencial Classe A;52107;31.592000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335505;Preferencial Classe F;2417423;11.131000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335506;Preferencial Classe A;164936;100.000000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335506;Preferencial Classe B;2330271;100.000000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335506;Preferencial Classe C;219863;100.000000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335506;Preferencial Classe D;2059517;100.000000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335506;Preferencial Classe E;6759345;100.000000
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;7335506;Preferencial Classe F;21717524;100.000000
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;7385154;Ordinária Classe A;187372;100.000000
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;7385156;Ordinária Classe A;187372;100.000000
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;7384913;Ordinária Classe A;4359430;100.000000
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;7384922;Ordinária Classe A;4359430;100.000000
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;7371135;Ordinária Classe A;1521810532;100.000000
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;7371136;Ordinária Classe A;1521810532;100.000000
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;7371138;Ordinária Classe A;1;100.000000
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;7371139;Ordinária Classe A;1;100.000000
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;7371142;Ordinária Classe A;1521810532;100.000000
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;7371145;Ordinária Classe A;1521810532;100.000000
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;7370814;Ordinária Classe A;38760;30.360000
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;7370814;Preferencial Classe A;463;44.222000
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;7370818;Ordinária Classe A;27799;21.774000
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;7370818;Preferencial Classe A;164;15.664000
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;7370823;Ordinária Classe A;35796;28.038000
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;7370823;Preferencial Classe A;299;28.558000
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;7370828;Preferencial Classe A;121;11.557000
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;7370828;Ordinária Classe A;25314;19.828000
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;7370829;Ordinária Classe A;127669;100.000000
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;7370829;Preferencial Classe A;1047;100.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356269;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356270;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356271;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356272;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356273;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356274;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356278;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356279;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356280;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356320;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356321;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356325;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356329;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356330;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356331;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356332;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356333;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356334;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356335;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356336;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356337;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356338;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356339;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356340;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356341;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356342;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356343;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356344;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356345;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356346;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356347;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356348;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356354;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356356;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356357;;0;100.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356359;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356361;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356367;;0;100.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356373;;0;100.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356387;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356388;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356389;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356390;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356393;;0;100.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356396;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356398;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356401;;0;100.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356402;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356408;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356415;;0;100.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356416;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356430;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356435;;0;0.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356444;;0;100.000000
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;7356447;;0;100.000000
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;7371912;Ordinária Classe A;15514585;51.092000
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;7371917;Ordinária Classe A;14851588;48.908000
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;7371920;Ordinária Classe A;30366173;100.000000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374903;Preferencial Classe A;11278497;36.556000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374907;Preferencial Classe A;128406;0.416000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374911;Preferencial Classe A;1978348;6.412000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374915;Preferencial Classe A;13897438;45.044000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374919;Preferencial Classe A;386980;1.254000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374923;Preferencial Classe B;109500;0.200000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374927;Preferencial Classe B;30853031;56.250000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374931;Preferencial Classe B;4047;0.007000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374935;Preferencial Classe B;530420;0.967000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374939;Preferencial Classe B;13551516;24.707000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7374943;Preferencial Classe B;7107;0.013000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375172;Preferencial Classe A;1278854;4.145000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375176;Preferencial Classe B;380894;0.694000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375180;Preferencial Classe A;1333156;4.321000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375184;Preferencial Classe B;599600;1.093000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375188;Preferencial Classe B;313000;0.571000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375192;Preferencial Classe B;2639243;4.812000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375196;Preferencial Classe B;46900;0.086000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375200;Preferencial Classe B;100700;0.184000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375204;Preferencial Classe B;5713415;10.417000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375208;Preferencial Classe A;571352;1.852000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375211;Preferencial Classe A;30853031;100.000000
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;7375211;Preferencial Classe B;54849373;100.000000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352638;Ordinária Classe A;1048888;1.872000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352639;Ordinária Classe A;1048888;1.872000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352640;Ordinária Classe A;9061829;16.174000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352641;Ordinária Classe A;35804067;63.907000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352642;Preferencial Classe A;2000;99.010000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352643;Preferencial Classe A;10;0.495000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352643;Ordinária Classe A;8990;50.000000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352644;Preferencial Classe A;10;0.495000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352644;Ordinária Classe A;8990;50.000000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352647;Preferencial Classe A;2020;100.000000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352647;Ordinária Classe A;17980;100.000000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352648;Ordinária Classe A;9061829;16.174000
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;7352651;Ordinária Classe A;56025501;100.000000
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;7346451;Preferencial Classe A;4173066;97.706000
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;7346455;Preferencial Classe A;97980;2.294000
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;7346580;Preferencial Classe B;737396;100.000000
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;7346586;Preferencial Classe A;4271046;100.000000
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;7346586;Preferencial Classe B;737396;100.000000
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;7392439;Ordinária Classe A;229385347;100.000000
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;7392440;Ordinária Classe A;229385347;100.000000
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;7392443;Ordinária Classe A;229385347;100.000000
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;7392454;Ordinária Classe A;229385347;100.000000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366933;Ordinária Classe A;47932493;86.491000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366934;Ordinária Classe A;40718289;10.186000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366938;Ordinária Classe A;7502400;1.877000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366943;Ordinária Classe A;21900008;5.479000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366948;Ordinária Classe A;72389100;18.109000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366949;Ordinária Classe A;2;0.000000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366950;Ordinária Classe A;24822195;6.210000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366951;Ordinária Classe A;232410805;58.140000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366952;Ordinária Classe A;399742799;100.000000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366963;Ordinária Classe A;7486286;13.509000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366965;Ordinária Classe A;40718289;10.186000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366969;Ordinária Classe A;7502400;1.877000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366974;Ordinária Classe A;21900008;5.479000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366979;Ordinária Classe A;72389100;18.109000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366980;Ordinária Classe A;2;0.000000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366981;Ordinária Classe A;24822195;6.210000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366982;Ordinária Classe A;232410805;58.140000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366983;Ordinária Classe A;399742799;100.000000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7366993;Ordinária Classe A;55418779;100.000000
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;7396532;Ordinária Classe A;26311748;9.810000
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;7396536;Ordinária Classe A;36299128;13.534000
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;7396537;Ordinária Classe A;9225394;3.440000
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;7396555;Ordinária Classe A;18104763;6.750000
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;7396559;Ordinária Classe A;61076274;22.772000
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;7396560;Ordinária Classe A;0;0.000000
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;7396561;Ordinária Classe A;117186835;43.693000
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;7396562;Ordinária Classe A;268204142;100.000000
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;7418985;Preferencial Classe A;0;0.000000
